# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BLUS30011|01.00|60|untested|ncl|60 FPS (PSX-Place test)|PSX-Place community|0 0056658C 60|Tony Hawk's Project 8 BLUS30011. Fonte informa alterar 41 para 60.|120
BLUS30071|01.00|60|untested|ncl|60 FPS (PSX-Place test)|PSX-Place community|0 00606138 60|Tony Hawk's Proving Ground BLUS30071. Fonte informa alterar 41 para 60.|120
BLUS30087|01.00|60|untested|ncl|60 FPS (PSX-Place test)|PSX-Place community|0 00AAED04 60|Oblivion GOTY BLUS30087 01.00. Fonte informa alterar 40 para 60.|120
BLUS31319|01.00|60|untested|ncl|60 FPS (PSX-Place test)|PSX-Place community|0 00589496 0001;0 005894BA 0001;0 00589802 0001;0 0058982A 0001|Hatsune Miku Project Diva F BLUS31319. Todos os enderecos sao necessarios. Fonte informa que pode quebrar videos, mas o jogo continua jogavel.|120
BCES00065|01.10|30|known|ncl|30 FPS|PSUF community|0 00BB4352 0002|Uncharted Drake's Fortune. Rota mantida para a opcao 30 FPS.
BCUS98103|01.10|30|known|ncl|30 FPS|PSUF community|0 00BB4352 0002|Uncharted Drake's Fortune. Rota mantida para a opcao 30 FPS.
BCUS98213|01.09|30|known|ncl|30 FPS|PSUF community|0 00E9C1FB 02|Uncharted 2 Among Thieves. Rota mantida para a opcao 30 FPS.
BLUS30847|01.00|30|untested|ncl|30 FPS (MGS3 HD)|TriggerHappy / community patch|0 00BB85A4 3860000A|Metal Gear Solid 3 Snake Eater HD Edition. Ainda nao confirmado em PS3 real pelo PSUF.
NPEB00684|01.00|30|untested|ncl|30 FPS (MGS3 HD)|TriggerHappy / community patch|0 00BCCE9C 3860000A|Metal Gear Solid 3 Snake Eater HD Edition. Ainda nao confirmado em PS3 real pelo PSUF.
BLES00887|01.02|unlock|untested|ncl|Unlock FPS / +60 (PSXPlace test)|PSXPlace / Zolika1351 / illusion|0 00F18840 00000000|GTA IV Episodes From Liberty City. Rota comunitaria para teste; nao substitui as rotas de GTA IV ja confirmadas no PSUF. Source: RPCS3toArtemis MAPI / PSXPlace.|120
BLUS30682|01.02|unlock|untested|ncl|Unlock FPS / +60 (PSXPlace test)|PSXPlace / Zolika1351 / illusion|0 00F18840 00000000|GTA IV Complete Edition US. Rota comunitaria para teste; nao substitui as rotas de GTA IV ja confirmadas no PSUF. Source: RPCS3toArtemis MAPI / PSXPlace.|120
BLUS30179|01.01|60|untested|ncl|60 FPS (PSXPlace test)|PSXPlace / Joey85 / Nascar1243|0 009205B7 00|Mirror's Edge US. Codigo comunitario direto via PS3MAPI; usar como alternativa de teste. Source: RPCS3toArtemis MAPI.|120
BLUS30717|01.02|60|untested|ncl|60 FPS (PSXPlace test)|PSXPlace / Joey85 / Nascar1243|0 008F07D4 60000000|Dead Space 2 US. Codigo comunitario direto via PS3MAPI; usar como alternativa de teste. Source: RPCS3toArtemis MAPI.|120
BLUS30330|01.02|60|untested|ncl|60 FPS (PSXPlace test)|PSXPlace / Joey85 / Nascar1243|0 000C479F 01|Brutal Legend US. Aplicar primeiro no menu principal; se o jogo voltar para 30 FPS, reaplicar pelo PSUF. Source: RPCS3toArtemis MAPI.|120
BLES01988|*|60|untested|ncl|60 FPS (PSXPlace test)|RPCS3toArtemis MAPI|0 00334500 60000000|Bloodbath. Codigo comunitario direto via PS3MAPI; ainda nao confirmado pelo PSUF em PS3 real.|120
BCUS98131|*|60|untested|ncl|60 FPS (PSXPlace test)|RPCS3toArtemis MAPI|0 004D0178 38000000|Genji: Days of the Blade US. Nota da fonte: VSync locked. Codigo comunitario direto via PS3MAPI.|120
BCUS98147|01.10|60|untested|ncl|60 FPS v01.10 (PSXPlace test)|RPCS3toArtemis MAPI|0 001823C0 60|Folklore US v01.10. O PSUF ja tem outras rotas para Folklore; esta fica como alternativa de teste para a versao 01.10.|120
BCUS98120|01.60|60|untested|ncl|60 FPS v01.60 (PSXPlace test)|PSXPlace / Joey85 / Nascar1243|0 0065066C 4800|Resistance 2 US v01.60. O PSUF ja tem rota antiga para outro versionamento; esta fica como alternativa de teste. Source: RPCS3toArtemis MAPI.|120
BLUS30094|01.36|unlock|untested|ncl|Unlock FPS v01.36 (PSXPlace test)|PSXPlace / Joey85 / Nascar1243|0 007411A8 38600001;0 00742D10 38600001;0 00E4E36C 3D4CCCCD;0 00E4E364 3D03D70A;0 0068D1B8 60000000|Haze US. Versao comunitaria av01.36; mantida como alternativa de teste sem substituir a rota existente.|120
BLUS30855|01.06|unlock|untested|ncl|Unlock FPS v01.06 (PSXPlace test)|PSXPlace / Joey85|0 010E5B18 60000000;0 010E5B2C 60000000|Resident Evil 6 US v01.06. O PSUF ja tem outras versoes; esta fica como alternativa de teste para quem estiver atualizado.|120
BLUS31444|01.04|unlock|untested|ncl|Unlock FPS v01.04 (PSXPlace test)|PSXPlace / Joey85|0 00F310BC 60000000;0 00F310D0 60000000|Resident Evil Revelations 2 US v01.04. O PSUF ja tem outras versoes; esta fica como alternativa de teste para quem estiver atualizado.|120
BCUS98123|01.09|60|untested|ncl|60 FPS (PSXPlace test)|PSXPlace / RPCS3toArtemis|0 00E9C1FB 01|Uncharted 2 US v01.09. Codigo direto de memoria; adicionado porque o Title ID US correto tambem aparece nas fontes publicas.|120
BCUS98123|01.09|unlock|untested|ncl|Unlock FPS / +60 (PSXPlace test)|PSXPlace / RPCS3toArtemis|0 00E9C1FB 00|Uncharted 2 US v01.09. Codigo direto de memoria; adicionado porque o Title ID US correto tambem aparece nas fontes publicas.|120
BCUS98123|01.09|30|untested|ncl|30 FPS (PSXPlace test)|PSXPlace / RPCS3toArtemis|0 00E9C1FB 02|Uncharted 2 US v01.09. Codigo direto de memoria para voltar/travar em 30 FPS; alternativa de teste.|120
