# title_id|version|game|label|status|method|source|payload|note|delay_seconds
BLUS30443|*|Demons Souls|Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00217E7C 41|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Demons Souls. Not confirmed by PSUF on real hardware. Original values in source: 00217E7C was 40.|120
BCUS98362|01.26|LittleBigPlanet 3|Disable Bubble Score FX|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00366570 4E800020|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet 3. Not confirmed by PSUF on real hardware. Original values in source: 00366570 was 60000000.|120
BCUS98362|01.26|LittleBigPlanet 3|MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00FC8C17 01;0 00EE76D0 00|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet 3. Not confirmed by PSUF on real hardware. Original values in source: 00FC8C17 was 00, 00EE76D0 was 01.|120
BCES01115|01.01|ICO|Disable All Post-Processing (Removes Fog)|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 004E214F 00|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: ICO. Not confirmed by PSUF on real hardware. Original values in source: 004E214F was 01.|120
BCES01115|01.01|ICO|Disable Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 004E215B 00|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: ICO. Not confirmed by PSUF on real hardware. Original values in source: 004E215B was 01.|120
BCES01115|01.01|ICO|Disable MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 004E224F 00;0 00477D74 40800003;0 0047801C 40800017|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: ICO. Not confirmed by PSUF on real hardware. Original values in source: 004E224F was 01, 00477D74 was 14004203, 0047801C was 3F830C17.|120
BCES01115|01.01|Shadow of the Colossus|Disable Bloom|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0020AB50 38000000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Shadow of the Colossus. Not confirmed by PSUF on real hardware. Original values in source: 0020AB50 was 801A00A0.|120
BCES01115|01.01|Shadow of the Colossus|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0021A2E4 38000000;0 0021A128 38000000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Shadow of the Colossus. Not confirmed by PSUF on real hardware. Original values in source: 0021A2E4 was 801F003C, 0021A128 was 801F0038.|120
BCES01115|01.01|Shadow of the Colossus|Disable MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00201A14 38000000;0 006F96F4 40800003;0 006F999C 40800017|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Shadow of the Colossus. Not confirmed by PSUF on real hardware. Original values in source: 00201A14 was 80190004, 006F96F4 was 14004203, 006F999C was 3F830C17.|120
BCUS98103|*|Uncharted 1|Disable Depth of Field|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00BB43DC 00000000000000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Uncharted 1. Not confirmed by PSUF on real hardware.|120
BCUS98155|01.03|Motorstorm Pacific Rift|Disable Dynamic Resolution Scaling|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00347830 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Pacific Rift. Not confirmed by PSUF on real hardware. Original values in source: 00347830 was 886A0004.|120
BCUS98155|01.03|Motorstorm Pacific Rift|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0034708C 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Pacific Rift. Not confirmed by PSUF on real hardware. Original values in source: 0034708C was 886A0018.|120
BCUS98155|01.03|Motorstorm Pacific Rift|Disable Crowd Noises|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00D27D28 00|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Pacific Rift. Not confirmed by PSUF on real hardware. Original values in source: 00D27D28 was 61.|120
BCUS98242|01.06|Motorstorm Apocalypse|Disable Dynamic Resolution Scaling|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00469E90 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Apocalypse. Not confirmed by PSUF on real hardware. Original values in source: 00469E90 was 88630008.|120
BCUS98242|01.06|Motorstorm Apocalypse|Disable SSAO|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00469F9C 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Apocalypse. Not confirmed by PSUF on real hardware. Original values in source: 00469F9C was 88630056.|120
BCUS98242|01.06|Motorstorm Apocalypse|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00469EC4 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Apocalypse. Not confirmed by PSUF on real hardware. Original values in source: 00469EC4 was 8863001C.|120
BCUS98242|01.06|Motorstorm Apocalypse|Disable MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0044CCB4 38800000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Motorstorm Apocalypse. Not confirmed by PSUF on real hardware. Original values in source: 0044CCB4 was 8883A6C4.|120
BLUS30565|01.01|Silent Hill Downpour|Disable Low-Resolution Depth of Field|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 000FA828 38A00000;0 00270C60 38A00000;0 00310B28 38A00000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Silent Hill Downpour. Not confirmed by PSUF on real hardware.|120
BLUS30565|01.01|Silent Hill Downpour|Disable MLAA and FXAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00771673 64;0 00771674 41;0 0077167C 38600000;0 0076EFB4 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Silent Hill Downpour. Not confirmed by PSUF on real hardware.|120
BCUS98245|01.33|LittleBigPlanet 2|Disable Score Bubble FX|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 002F4FB4 4E800020|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet 2. Not confirmed by PSUF on real hardware. Original values in source: 002F4FB4 was 60000000.|120
BCUS98245|01.33|LittleBigPlanet 2|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0032897C 4E800020|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet 2. Not confirmed by PSUF on real hardware. Original values in source: 0032897C was 60000000.|120
BCUS98245|01.33|LittleBigPlanet 2|Disable MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00DB8208 00;0 00E3E117 01|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet 2. Not confirmed by PSUF on real hardware. Original values in source: 00DB8208 was 01, 00E3E117 was 00.|120
BLUS30016|*|Need For Speed Carbon|Disable Color Correction|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 004E8B9B 00|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Need For Speed Carbon. Not confirmed by PSUF on real hardware. Original values in source: 004E8B9B was 01.|120
BLUS30256|*|50 Cent Blood On The Sand|Disable Motion Blur and Depth of Field|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 001740E8 4800|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: 50 Cent Blood On The Sand. Not confirmed by PSUF on real hardware. Original values in source: 001740E8 was 409D.|120
BLUS30059|*|Skate|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 010A3774 00000000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Skate. Not confirmed by PSUF on real hardware. Original values in source: 010A3774 was 3E638E39.|120
BLUS30190|01.06|Midnight Club Los Angeles|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 005106C0 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Midnight Club Los Angeles. Not confirmed by PSUF on real hardware. Original values in source: 005106C0 was 48016BE9.|120
BLUS30736|01.03|Soulcalibur V|Reduce Input Lag|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 000C7DF0 38E00000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Soulcalibur V. Not confirmed by PSUF on real hardware. Original values in source: 000C7DF0 was 7CE9002E.|120
BLUS30736|01.03|Soulcalibur V|Disable MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0031DFF0 38000001|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Soulcalibur V. Not confirmed by PSUF on real hardware. Original values in source: 0031DFF0 was 801F0084.|120
BLUS31069|01.01|Army of Two Devils Cartel|Disable Bloom|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 01701BFC 98BF0183|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Army of Two Devils Cartel. Not confirmed by PSUF on real hardware. Original values in source: 01701BFC was 98FF0186.|120
BLUS31069|01.01|Army of Two Devils Cartel|Blocky Depth Fix|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 01755AE0 991F|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Army of Two Devils Cartel. Not confirmed by PSUF on real hardware. Original values in source: 01755AE0 was 995F.|120
BLUS31069|01.01|Army of Two Devils Cartel|Disable Dynamic Lights|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 01755BD8 991F|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Army of Two Devils Cartel. Not confirmed by PSUF on real hardware. Original values in source: 01755BD8 was 995F.|120
BLUS31069|01.01|Army of Two Devils Cartel|Disable Dynamic Spotlights|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 01755BDC 991F|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Army of Two Devils Cartel. Not confirmed by PSUF on real hardware. Original values in source: 01755BDC was 995F.|120
BLUS31069|01.01|Army of Two Devils Cartel|Disable MLAA|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 004E51A4 38600000;0 01701BF0 98BF0186|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Army of Two Devils Cartel. Not confirmed by PSUF on real hardware. Original values in source: 004E51A4 was 88630196, 01701BF0 was 98FF0183.|120
BLUS30653|*|Shadows Of The Damned|Disable Image Grain|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 003E3398 4800|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Shadows Of The Damned. Not confirmed by PSUF on real hardware. Original values in source: 003E3398 was 4182.|120
BLUS30653|*|Shadows Of The Damned|Disable Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 003E3998 38600000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Shadows Of The Damned. Not confirmed by PSUF on real hardware. Original values in source: 003E3998 was 80630034.|120
BLUS30653|*|Shadows Of The Damned|Disable Low Resolution Depth of Field|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00126960 38A00000;0 00325488 38A00000;0 003E3050 38A00000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Shadows Of The Damned. Not confirmed by PSUF on real hardware. Original values in source: 00126960 was 80A5003C, 00325488 was 80A5003C, 003E3050 was 80A5003C.|120
BCUS98148|01.30|LittleBigPlanet|Disable Score Bubble FX|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0017CEF0 4E800020|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet. Not confirmed by PSUF on real hardware.|120
BCUS98148|01.30|LittleBigPlanet|Disable Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 0019C974 60000000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: LittleBigPlanet. Not confirmed by PSUF on real hardware.|120
BLUS31197|01.01|Drakengard 3|Disable Low-Res Depth of Field|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00A5455C 38000000|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Drakengard 3. Not confirmed by PSUF on real hardware.|120
BCES00081|01.29|Killzone 2|Extended FOV (PSXPlace) [Tested]|untested|ncl|RPCS3toArtemis / vFxMz|0 00EC096C 3F266666|Imported from RPCS3toArtemis PSXPlace Confirmed. Direct PS3MAPI write only; not confirmed by PSUF on real hardware.|120
BCUS98116|01.29|Killzone 2|Extended FOV (PSXPlace) [Tested]|untested|ncl|RPCS3toArtemis / vFxMz|0 00EC096C 3F266666|Imported from RPCS3toArtemis PSXPlace Confirmed. Direct PS3MAPI write only; not confirmed by PSUF on real hardware.|120
BCES01007|01.14|Killzone 3|Extended FOV (PSXPlace) [Tested]|untested|ncl|RPCS3toArtemis / vFxMz|0 0139BDF0 3F59999A;0 0139BEEC 3F59999A|Imported from RPCS3toArtemis PSXPlace Confirmed. Direct PS3MAPI write only; not confirmed by PSUF on real hardware.|120
BCUS98234|01.14|Killzone 3|Extended FOV (PSXPlace) [Tested]|untested|ncl|RPCS3toArtemis / vFxMz|0 0139BDF0 3F59999A;0 0139BEEC 3F59999A|Imported from RPCS3toArtemis PSXPlace Confirmed. Direct PS3MAPI write only; not confirmed by PSUF on real hardware.|120
BLES00585|01.00|Aliens Vs Predator|Many Things Are Very Bright White|untested|ncl|ArtemisPS3 / bungholio|0 000750E8 3F4044FA;0 000750EC 934B0000;0 000750F0 934B0010;0 000750F4 934B0020|Imported from ArtemisPS3 docs/codes. Original file: Aliens Vs Predator BLES00585 BLUS30340 BLUS30493 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30340|01.00|Aliens Vs Predator|Many Things Are Very Bright White|untested|ncl|ArtemisPS3 / bungholio|0 000750E8 3F4044FA;0 000750EC 934B0000;0 000750F0 934B0010;0 000750F4 934B0020|Imported from ArtemisPS3 docs/codes. Original file: Aliens Vs Predator BLES00585 BLUS30340 BLUS30493 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30493|01.00|Aliens Vs Predator|Many Things Are Very Bright White|untested|ncl|ArtemisPS3 / bungholio|0 000750E8 3F4044FA;0 000750EC 934B0000;0 000750F0 934B0010;0 000750F4 934B0020|Imported from ArtemisPS3 docs/codes. Original file: Aliens Vs Predator BLES00585 BLUS30340 BLUS30493 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLES00585|01.00|Aliens Vs Predator|Increased Brightness|untested|ncl|ArtemisPS3 / bungholio|0 0016BC48 3C00BF80|Imported from ArtemisPS3 docs/codes. Original file: Aliens Vs Predator BLES00585 BLUS30340 BLUS30493 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30340|01.00|Aliens Vs Predator|Increased Brightness|untested|ncl|ArtemisPS3 / bungholio|0 0016BC48 3C00BF80|Imported from ArtemisPS3 docs/codes. Original file: Aliens Vs Predator BLES00585 BLUS30340 BLUS30493 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30493|01.00|Aliens Vs Predator|Increased Brightness|untested|ncl|ArtemisPS3 / bungholio|0 0016BC48 3C00BF80|Imported from ArtemisPS3 docs/codes. Original file: Aliens Vs Predator BLES00585 BLUS30340 BLUS30493 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS31197|01.01|Drakengard 3|Disable Depth of Field|untested|ncl|ArtemisPS3 / PSXPlace|0 00A5455C 38800000|Imported from ArtemisPS3 docs/codes. Original file: Drakengard 3 BLUS31197 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLES00035|01.00|F.E.A.R.|Mostly Full Brightness|untested|ncl|ArtemisPS3 / bungholio|0 001DE890 60000000;0 001DE894 60000000;0 001DE8A0 60000000;0 001DE934 60000000;0 001DE93C 60000000;0 001DE940 60000000|Imported from ArtemisPS3 docs/codes. Original file: F.E.A.R. BLES00035 BLUS30003 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30003|01.00|F.E.A.R.|Mostly Full Brightness|untested|ncl|ArtemisPS3 / bungholio|0 001DE890 60000000;0 001DE894 60000000;0 001DE8A0 60000000;0 001DE934 60000000;0 001DE93C 60000000;0 001DE940 60000000|Imported from ArtemisPS3 docs/codes. Original file: F.E.A.R. BLES00035 BLUS30003 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLES00035|01.03|F.E.A.R.|Mostly Full Brightness|untested|ncl|ArtemisPS3 / bungholio|0 001DE890 60000000;0 001DE894 60000000;0 001DE8A0 60000000;0 001DE934 60000000;0 001DE93C 60000000;0 001DE940 60000000|Imported from ArtemisPS3 docs/codes. Original file: F.E.A.R. BLES00035 BLUS30003 v01.03.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30003|01.03|F.E.A.R.|Mostly Full Brightness|untested|ncl|ArtemisPS3 / bungholio|0 001DE890 60000000;0 001DE894 60000000;0 001DE8A0 60000000;0 001DE934 60000000;0 001DE93C 60000000;0 001DE940 60000000|Imported from ArtemisPS3 docs/codes. Original file: F.E.A.R. BLES00035 BLUS30003 v01.03.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98232|01.00|God Of War Ascension|Disable Depth of Field|untested|ncl|ArtemisPS3 / PSXPlace|0 0043BCBC 38A00000|Imported from ArtemisPS3 docs/codes. Original file: God Of War Ascension BCUS98232 v01.00 av01.12.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98232|01.00|God Of War Ascension|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 0043F210 38A00000|Imported from ArtemisPS3 docs/codes. Original file: God Of War Ascension BCUS98232 v01.00 av01.12.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLES00269|01.00|Prototype|Black And White Mode|untested|ncl|ArtemisPS3 / bungholio|0 002925F4 60000000|Imported from ArtemisPS3 docs/codes. Original file: Prototype BLUS30145 01.00 BLES00269 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30145|01.00|Prototype|Black And White Mode|untested|ncl|ArtemisPS3 / bungholio|0 002925F4 60000000|Imported from ArtemisPS3 docs/codes. Original file: Prototype BLUS30145 01.00 BLES00269 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
